time;gFx;gFy;gFz;TgF
175,938;0,2504;0,6292;1,131;1,318
175,955;0,2192;0,5328;1,1557;1,291
175,968;0,1029;0,4509;1,164;1,253
175,985;0,0354;0,3986;1,1739;1,24
176,017;0,0231;0,3844;1,1517;1,214
176,034;0,0606;0,3119;1,1725;1,215
176,05;0,0852;0,293;1,1563;1,196
176,064;0,1332;0,2724;1,0852;1,127
176,098;0,2233;0,3024;0,9745;1,044
176,112;0,3927;0,3362;0,9068;1,044
176,132;0,5272;0,3581;0,9174;1,117
176,162;0,5858;0,3783;0,9077;1,145
176,176;0,5162;0,398;0,8751;1,091
176,19;0,4259;0,392;0,8537;1,031
176,206;0,3974;0,358;0,8852;1,034
176,238;0,3928;0,3293;0,9209;1,054
176,253;0,318;0,2965;0,9182;1,016
176,269;0,2962;0,3382;0,9045;1,01
176,285;0,3258;0,2864;0,8838;0,985
176,316;0,356;0,2155;0,8009;0,903
176,333;0,3602;0,1922;0,694;0,805
176,349;0,3387;0,2087;0,6945;0,8
176,379;0,3328;0,231;0,7716;0,871
176,396;0,3472;0,1538;0,8215;0,905
176,415;0,3516;0,0853;0,7977;0,876
176,429;0,3271;0,1245;0,7421;0,82
176,46;0,3455;0,1615;0,6631;0,765
176,482;0,3735;0,1236;0,6847;0,79
176,492;0,387;0,1077;0,7044;0,811
176,507;0,3629;0,1259;0,7019;0,8
176,539;0,3439;0,1116;0,6969;0,785
176,555;0,3205;0,0605;0,7087;0,78
176,571;0,2625;0,0151;0,6974;0,745
176,605;0,2096;-0,0423;0,6877;0,72
176,621;0,1095;-0,006;0,7616;0,769
176,635;0,1486;0,0753;0,9086;0,924
176,655;0,2922;0,1287;0,941;0,994
176,682;0,4335;0,1378;0,9034;1,011
176,698;0,4841;0,1811;0,9621;1,092
176,712;0,4411;0,2302;0,9655;1,086
176,732;0,3646;0,2274;0,9744;1,065
176,761;0,2804;0,1747;0,9801;1,034
176,779;0,2432;0,1355;0,9786;1,017
176,793;0,1985;0,1024;0,9944;1,019
176,827;0,0988;0,089;0,9787;0,988
176,84;0,0005;0,1467;0,9211;0,933
176,858;-0,0277;0,1642;0,9232;0,938
176,871;-0,0027;0,105;0,967;0,973
176,903;0,0009;0,104;0,9609;0,967
176,918;0,0092;0,1601;0,9522;0,966
176,937;0,05;0,1616;0,9633;0,978
176,953;0,1399;0,0963;1,0081;1,022
176,981;0,2042;0,0793;0,9702;0,995
176,997;0,2407;0,1047;0,8549;0,894
177,013;0,3221;0,1555;0,8182;0,893
177,046;0,3118;0,1799;0,8939;0,964
177,063;0,2016;0,1731;0,9243;0,962
177,077;0,1726;0,1295;0,9714;0,995
177,1;0,1873;0,0911;1,077;1,097
177,124;0,2121;0,3205;1,0491;1,117
177,144;0,2793;0,4633;0,999;1,136
177,158;0,1581;0,4866;0,9457;1,075
177,175;0,0685;0,4321;0,8427;0,95
177,204;0,0205;0,4099;0,7618;0,865
177,22;-0,0978;0,4352;0,6829;0,816
177,247;-0,2318;0,4524;0,6107;0,795
177,267;-0,2836;0,4592;0,5972;0,805
177,281;-0,3196;0,3639;0,6313;0,796
177,298;-0,2941;0,2488;0,6878;0,788
177,315;-0,257;0,1231;0,7047;0,76
177,348;-0,2875;0,0241;0,7428;0,797
177,363;-0,3025;-0,0276;0,7783;0,835
177,377;-0,2946;-0,0486;0,8131;0,866
177,412;-0,2367;-0,082;0,8696;0,905
177,425;-0,3013;-0,0311;0,8194;0,874
177,442;-0,2948;-0,0062;0,8523;0,902
177,456;-0,2869;0,0272;0,9063;0,951
177,49;-0,1559;0,0726;0,9759;0,991
177,513;-0,0235;0,068;1,1186;1,121
177,521;0,0326;-0,0023;1,2299;1,23
177,538;0,3146;0,1182;1,3755;1,416
177,574;0,1858;0,1872;1,2997;1,326
177,584;-0,0438;0,1376;1,1777;1,187
177,6;-0,1648;0,1142;1,0948;1,113
177,629;-0,1639;0,1311;1,0294;1,051
177,646;-0,0954;0,1682;0,9577;0,977
177,663;0,0602;0,2558;0,9331;0,969
177,679;0,2361;0,4194;0,9498;1,065
177,711;0,0911;0,392;0,9286;1,012
177,726;-0,0213;0,1749;0,7953;0,815
177,744;0,0179;0,0367;0,6907;0,692
177,758;0,0357;0,1625;0,8093;0,826
177,79;0,0303;0,3142;0,9418;0,993
177,807;-0,031;0,2747;0,9351;0,975
177,825;-0,1561;0,16;0,8613;0,89
177,856;-0,2273;0,0708;0,8432;0,876
177,869;-0,1244;0,0901;0,8815;0,895
177,884;-0,0205;0,0684;0,8815;0,884
177,905;0,0016;0,0517;0,8905;0,892
177,931;0,0438;0,0342;0,8816;0,883
177,946;0,1388;0,0097;0,8532;0,864
177,962;0,1905;0,0481;0,8785;0,9
177,979;0,2047;0,139;0,9002;0,934
178,011;0,1448;0,2217;0,9707;1,006
178,03;-0,0145;0,3065;1,095;1,137
178,041;0,0824;0,194;1,1034;1,123
178,073;0,2152;0,0906;1,0551;1,081
178,094;0,2345;0,1468;1,0165;1,054
178,104;0,2128;0,2458;0,9395;0,994
178,121;0,0915;0,3323;0,9588;1,019
178,153;0,0097;0,3307;0,9581;1,014
178,169;0,0202;0,2908;0,8981;0,944
178,185;0,0603;0,2613;0,8575;0,898
178,201;0,1032;0,2651;0,8338;0,881
178,233;0,0881;0,2932;0,8545;0,908
178,247;0,0541;0,305;0,9198;0,971
178,262;0,0454;0,2965;0,9416;0,988
178,299;0,118;0,2869;0,9245;0,975
178,309;0,163;0,2742;0,9158;0,97
178,325;0,1765;0,2935;0,88;0,944
178,342;0,1151;0,3598;0,8651;0,944
178,374;0,0762;0,3658;0,9196;0,993
178,393;0,0755;0,3148;0,974;1,026
178,404;0,1048;0,2827;0,9903;1,035
178,423;0,0887;0,2166;0,9773;1,005
178,451;0,0358;0,088;0,9308;0,936
178,47;0,0249;0,0394;0,9472;0,948
178,487;0,0596;0,0018;0,9783;0,98
178,517;0,0978;-0,0689;1,0011;1,008
178,531;0,0962;-0,1415;1,0183;1,033
178,549;0,067;-0,1648;1,0415;1,057
178,563;0,0215;-0,116;1,0725;1,079
178,596;0,0104;-0,06;1,0513;1,053
178,611;0,0225;-0,0127;1,0168;1,017
178,626;0,0423;0,0215;0,9993;1
178,643;0,0563;0,0483;0,9872;0,99
178,674;0,0755;0,0842;0,9831;0,99
178,689;0,0917;0,1054;0,9821;0,992
178,706;0,1001;0,1069;0,9871;0,998
178,737;0,1038;0,085;0,985;0,994
178,754;0,1108;0,0544;0,9807;0,988
178,771;0,11;0,0449;0,9696;0,977
178,787;0,1116;0,0582;0,9522;0,96
178,818;0,0859;0,0823;0,932;0,94
178,833;0,0667;0,1063;0,9143;0,923
178,849;0,0559;0,131;0,9082;0,919
178,863;0,0509;0,1497;0,9087;0,922
178,895;0,0631;0,1518;0,9132;0,928
178,911;0,079;0,1388;0,9157;0,929
178,927;0,1024;0,1303;0,9181;0,933
178,958;0,1215;0,1185;0,9226;0,938
178,975;0,129;0,1011;0,9239;0,938
178,99;0,125;0,0992;0,9202;0,934
179,007;0,1317;0,1066;0,9085;0,924
179,039;0,1372;0,119;0,912;0,93
179,056;0,1344;0,1355;0,9061;0,926
179,069;0,1132;0,1466;0,9036;0,922
179,084;0,0943;0,1466;0,8992;0,916
179,123;0,0705;0,1273;0,9004;0,912
179,135;0,0722;0,0938;0,9205;0,928
179,157;0,0482;0,0875;0,9468;0,952
179,182;0,0174;0,0835;0,9493;0,953
179,196;0,0174;0,0699;0,9394;0,942
179,212;0,0329;0,0525;0,9571;0,959
179,232;0,0409;0,057;0,9725;0,975
179,292;0,0352;0,0626;0,9945;0,997
179,294;0,0492;0,0703;0,9804;0,984
179,296;0,0791;0,0802;0,9819;0,988
179,312;0,0878;0,082;0,9888;0,996
179,338;0,0662;0,085;0,9752;0,981
179,355;0,083;0,086;0,9646;0,972
179,37;0,0892;0,1217;0,9796;0,991
179,402;0,0816;0,1792;0,972;0,992
179,43;0,0716;0,2014;0,934;0,958
179,436;0,0698;0,1691;0,8995;0,918
179,451;0,0756;0,1136;0,8966;0,907
179,482;0,0806;0,0792;0,8974;0,904
179,498;0,0839;0,0641;0,9072;0,913
179,517;0,0839;0,0748;0,9395;0,946
179,53;0,0764;0,0744;0,9779;0,984
179,563;0,052;0,0782;1,0066;1,011
179,576;0,0341;0,1086;0,9966;1,003
179,596;0,0647;0,1161;0,9596;0,969
179,626;0,1015;0,1295;0,9203;0,935
179,642;0,0983;0,1323;0,9269;0,941
179,66;0,0742;0,111;0,9784;0,987
179,673;0,0317;0,1089;1,0346;1,041
179,708;0,0077;0,0948;1,0474;1,052
179,719;0,0408;0,044;1,0297;1,031
179,735;0,06;-0,0177;1,0214;1,023
179,753;0,0662;-0,0274;1,0202;1,023
179,782;0,0614;0,0183;1;1,002
179,804;0,0644;0,0807;0,9721;0,978
179,816;0,0598;0,1566;0,9381;0,953
179,848;0,0344;0,2485;0,9157;0,949
179,861;0,0201;0,3309;0,8848;0,945
179,877;0,0136;0,3812;0,8344;0,917
179,894;0,029;0,4031;0,8143;0,909
179,926;0,0398;0,4019;0,8081;0,903
179,94;0,034;0,3372;0,8288;0,895
179,955;0,0392;0,254;0,8816;0,918
179,974;0,0258;0,2174;0,9293;0,955
180,005;0,0068;0,2222;0,9435;0,969
180,022;0,0018;0,2507;0,941;0,974
180,038;-0,0217;0,3001;0,9386;0,986
180,069;-0,0567;0,3556;0,9223;0,99
180,085;-0,0503;0,3315;0,9238;0,983
180,099;-0,0439;0,2686;0,9598;0,998
180,118;-0,0462;0,2586;0,9867;1,021
180,149;-0,0348;0,2701;0,959;0,997
180,168;-0,0157;0,2875;0,9326;0,976
180,178;-0,0065;0,2986;0,9276;0,974
180,196;-0,0079;0,32;0,9074;0,962
180,224;-0,0235;0,3444;0,8786;0,944
180,241;-0,0304;0,3597;0,8557;0,929
180,257;-0,0314;0,3631;0,8343;0,91
180,289;-0,0375;0,3531;0,8161;0,89
180,307;-0,0977;0,4159;0,8619;0,962
180,318;-0,0574;0,3262;0,8591;0,921
180,337;-0,0796;0,3285;0,8845;0,947
180,368;-0,0623;0,3284;0,8907;0,951
180,385;-0,0367;0,3152;0,913;0,967
180,403;-0,0278;0,3025;0,9213;0,97
180,419;-0,0236;0,3066;0,9321;0,981
180,447;-0,0206;0,3141;0,9215;0,974
180,465;-0,0185;0,3185;0,9217;0,975
180,48;0,008;0,3232;0,9245;0,979
180,512;0,0141;0,3222;0,9187;0,974
180,526;-0,0033;0,285;0,9206;0,964
180,542;0,0064;0,2745;0,9242;0,964
180,556;0,0099;0,2757;0,9404;0,98
180,591;-0,0014;0,2876;0,9391;0,982
180,607;0,005;0,2892;0,9176;0,962
180,62;0,0395;0,2878;0,9074;0,953
180,637;0,0391;0,2892;0,903;0,949
180,669;-0,0045;0,2906;0,8918;0,938
180,685;-0,0295;0,2851;0,8994;0,944
180,699;-0,0204;0,2861;0,9112;0,955
180,739;0,0113;0,2952;0,9204;0,967
180,747;0,0346;0,2943;0,9213;0,968
180,762;0,0422;0,2771;0,9143;0,956
180,784;0,0499;0,2575;0,893;0,931
180,812;0,0405;0,2589;0,8841;0,922
180,826;0,0082;0,2595;0,896;0,933
180,844;-0,0088;0,2484;0,9167;0,95
180,872;-0,006;0,2543;0,9149;0,95
180,888;-0,013;0,2658;0,9225;0,96
180,906;-0,0421;0,2637;0,9393;0,977
180,922;-0,0728;0,2693;0,9583;0,998
180,955;-0,0544;0,273;0,9451;0,985
180,968;0,057;0,2283;0,9556;0,984
180,984;0,0824;0,187;0,9334;0,955
180,998;0,0551;0,2098;0,9013;0,927
181,03;0,0044;0,2617;0,868;0,907
181,047;-0,0329;0,2733;0,867;0,91
181,065;-0,0077;0,2531;0,9179;0,952
181,078;0,0194;0,2287;0,9848;1,011
181,112;-0,0072;0,1935;0,9823;1,001
181,129;-0,0182;0,1502;0,993;1,005
181,141;-0,0477;0,1031;0,9885;0,995
181,175;-0,0394;0,118;0,9618;0,97
181,191;-0,0103;0,1817;0,9376;0,955
181,207;0,0184;0,2178;0,9153;0,941
181,227;0,0216;0,2139;0,8928;0,918
181,255;0,0014;0,2219;0,8902;0,917
181,303;-0,0141;0,2267;0,8899;0,918
181,305;0,0072;0,2224;0,9008;0,928
181,315;0,0292;0,2052;0,903;0,926
181,331;0,0431;0,2207;0,924;0,951
181,351;0,0477;0,237;0,9349;0,966
181,368;0,0404;0,2567;0,9098;0,946
181,397;0,044;0,2876;0,9032;0,949
181,419;0,0511;0,2869;0,9337;0,978
181,428;0,0449;0,2769;0,9561;0,996
181,445;0,0555;0,2879;0,9455;0,99
181,476;0,086;0,3111;0,9183;0,973
181,506;0,0808;0,3326;0,9061;0,969
181,511;0,0645;0,3486;0,8972;0,965
181,538;0,0762;0,3496;0,8775;0,948
181,56;0,0831;0,3362;0,8712;0,937
181,569;0,0902;0,3199;0,8697;0,931
181,584;0,0953;0,3017;0,8601;0,916
181,622;0,0869;0,2859;0,8617;0,912
181,634;0,0539;0,2984;0,8819;0,933
181,648;0,0478;0,3217;0,9003;0,957
181,665;0,0749;0,3283;0,9162;0,976
181,702;0,0944;0,3112;0,9315;0,987
181,716;0,1064;0,3103;0,9344;0,99
181,734;0,0927;0,3239;0,9338;0,993
181,761;0,0585;0,3283;0,9361;0,994
181,781;0,0535;0,3252;0,9256;0,983
181,792;0,0725;0,3235;0,9142;0,973
181,807;0,095;0,3293;0,9043;0,967
181,842;0,1072;0,343;0,8986;0,968
181,854;0,0948;0,3546;0,8944;0,967
181,87;0,0736;0,3671;0,8919;0,967
181,885;0,0758;0,3804;0,8822;0,964
181,919;0,0871;0,3791;0,8823;0,964
181,932;0,1014;0,3694;0,8854;0,965
181,95;0,0976;0,3645;0,8795;0,957
181,983;0,0818;0,3633;0,8716;0,948
182,004;0,0705;0,3522;0,8681;0,94
182,014;0,0685;0,3428;0,8769;0,944
182,033;0,0784;0,3403;0,8877;0,954
182,064;0,0907;0,3266;0,8973;0,959
182,075;0,0984;0,3096;0,9021;0,959
182,092;0,097;0,3087;0,9069;0,963
182,117;0,092;0,3162;0,9051;0,963
182,14;0,0847;0,3146;0,91;0,967
182,155;0,0819;0,3155;0,905;0,962
182,17;0,0854;0,3151;0,903;0,96
182,206;0,0919;0,3107;0,901;0,957
182,218;0,0933;0,3076;0,901;0,957
182,234;0,0845;0,3082;0,9055;0,96
182,251;0,0902;0,314;0,9121;0,969
182,288;0,0996;0,3202;0,9168;0,976
182,3;0,0958;0,3081;0,9221;0,977
182,316;0,0846;0,297;0,9206;0,971
182,33;0,0801;0,2969;0,9205;0,97
182,362;0,08;0,2978;0,9206;0,971
182,376;0,0819;0,2865;0,9215;0,968
182,393;0,0942;0,2765;0,9225;0,968
182,43;0,1033;0,2876;0,9205;0,97
182,44;0,0939;0,3027;0,9155;0,969
182,457;0,0909;0,3057;0,9105;0,965
182,471;0,0951;0,3032;0,8989;0,953
182,504;0,094;0,3046;0,8952;0,95
182,518;0,0949;0,2983;0,8959;0,949
182,534;0,091;0,2872;0,8958;0,945
182,55;0,0825;0,2945;0,8952;0,946
182,581;0,0869;0,3128;0,8991;0,956
182,6;0,1024;0,3224;0,8981;0,96
182,617;0,1074;0,3184;0,8941;0,955
182,646;0,1029;0,3007;0,8974;0,952
182,664;0,0836;0,2931;0,9061;0,956
182,676;0,073;0,2954;0,9111;0,961
182,694;0,0755;0,2987;0,9177;0,968
182,725;0,0881;0,2943;0,9166;0,967
182,744;0,0906;0,2845;0,919;0,966
182,759;0,0944;0,2775;0,9212;0,967
182,774;0,0938;0,283;0,9187;0,966
182,806;0,0937;0,2844;0,9199;0,967
182,822;0,0918;0,2804;0,9264;0,972
182,836;0,0868;0,2734;0,9254;0,969
182,869;0,0819;0,2618;0,9185;0,959
182,886;0,0794;0,263;0,9173;0,958
182,898;0,0781;0,2788;0,9232;0,968
182,919;0,0747;0,2954;0,9298;0,978
182,946;0,0828;0,2927;0,9284;0,977
182,961;0,0886;0,2696;0,9292;0,972
182,981;0,0911;0,2527;0,9264;0,965
182,992;0,0881;0,2538;0,9245;0,963
183,025;0,0763;0,2743;0,9186;0,962
183,046;0,0683;0,2882;0,9176;0,964
183,06;0,0664;0,2856;0,9166;0,962
183,088;0,0683;0,2755;0,9127;0,956
183,111;0,0651;0,2781;0,9127;0,956
183,122;0,0647;0,2806;0,9116;0,956
183,146;0,0664;0,2814;0,9078;0,953
183,168;0,0674;0,2792;0,9066;0,951
183,185;0,0806;0,2823;0,9049;0,951
183,202;0,0925;0,2973;0,9036;0,956
183,215;0,0862;0,3066;0,8973;0,952
183,253;0,0839;0,2987;0,8917;0,944
183,261;0,0839;0,2892;0,8942;0,944
183,293;0,0825;0,2901;0,8995;0,949
183,31;0,0681;0,2971;0,9091;0,959
183,325;0,0631;0,2996;0,9153;0,965
183,345;0,0629;0,3021;0,9166;0,967
183,357;0,0661;0,2978;0,9184;0,968
183,389;0,0725;0,2889;0,9248;0,972
183,406;0,0734;0,2889;0,9248;0,972
183,422;0,0709;0,2925;0,9239;0,972
183,447;0,0759;0,2912;0,9207;0,969
183,471;0,08;0,2848;0,9157;0,962
183,483;0,079;0,2843;0,9137;0,96
183,501;0,0781;0,2914;0,9162;0,965
183,534;0,0801;0,299;0,9163;0,967
183,548;0,0811;0,2973;0,9108;0,962
183,563;0,0746;0,2888;0,9096;0,957
183,578;0,0671;0,289;0,9054;0,953
183,61;0,0605;0,2931;0,9114;0,959
183,628;0,0621;0,2915;0,9155;0,963
183,642;0,0685;0,2892;0,9139;0,961
183,658;0,0741;0,2911;0,9089;0,957
183,69;0,0766;0,2824;0,9157;0,961
183,708;0,0791;0,2814;0,9176;0,963
183,721;0,0785;0,288;0,9166;0,964
183,753;0,0805;0,2874;0,9166;0,964
183,776;0,0872;0,2912;0,914;0,963
183,795;0,0934;0,2963;0,9052;0,957
183,801;0,0922;0,2902;0,903;0,953
183,835;0,074;0,2814;0,9059;0,951
183,851;0,0557;0,2839;0,9116;0,956
183,862;0,0427;0,2955;0,9127;0,96
183,894;0,0449;0,3029;0,9108;0,961
183,915;0,0492;0,298;0,9132;0,962
183,926;0,0597;0,2892;0,9157;0,962
183,945;0,0624;0,2951;0,9166;0,965
183,977;0,0603;0,2967;0,9168;0,966
183,994;0,0585;0,2918;0,9193;0,966
184,006;0,0657;0,2856;0,9206;0,966
184,025;0,0807;0,2764;0,9223;0,966
184,055;0,0794;0,27;0,9219;0,964
184,074;0,0718;0,2733;0,9186;0,961
184,088;0,0664;0,2853;0,9158;0,962
184,102;0,0683;0,295;0,9128;0,962
184,135;0,0629;0,2911;0,9117;0,959
184,148;0,0596;0,2832;0,9078;0,953
184,167;0,0636;0,283;0,9069;0,952
184,196;0,0722;0,2794;0,9069;0,952
184,211;0,0708;0,2808;0,9069;0,952
184,229;0,0659;0,2858;0,9105;0,957
184,243;0,0662;0,282;0,9215;0,966
184,277;0,0729;0,2775;0,929;0,972
184,292;0,077;0,2775;0,9314;0,975
184,305;0,0809;0,2789;0,9317;0,976
184,325;0,0762;0,2775;0,9304;0,974
184,354;0,0668;0,2863;0,9229;0,969
184,377;0,0593;0,2913;0,9176;0,965
184,387;0,055;0,2931;0,9135;0,961
184,418;0,0587;0,2887;0,91;0,957
184,44;0,0619;0,2819;0,9017;0,947
184,448;0,0644;0,2807;0,9054;0,95
184,469;0,0626;0,2885;0,9033;0,95
184,496;0,0643;0,2872;0,9031;0,95
184,51;0,0642;0,2835;0,9115;0,957
184,53;0,065;0,2814;0,916;0,96
184,559;0,0663;0,2834;0,9147;0,96
184,58;0,066;0,2878;0,9138;0,96
184,594;0,0713;0,2881;0,9198;0,967
184,607;0,0754;0,2825;0,9273;0,972
184,638;0,0703;0,2775;0,9295;0,973
184,654;0,071;0,2746;0,9191;0,962
184,67;0,0747;0,2734;0,9142;0,957
184,688;0,0761;0,2826;0,9075;0,953
184,719;0,0696;0,2896;0,9056;0,953
184,736;0,0646;0,2921;0,9071;0,955
184,752;0,0638;0,2903;0,9035;0,951
184,78;0,0664;0,2853;0,905;0,951
184,798;0,0703;0,283;0,9138;0,959
184,816;0,0703;0,2883;0,9188;0,966
184,827;0,0703;0,2795;0,9238;0,968
184,86;0,0658;0,2759;0,9247;0,967
184,877;0,0598;0,2802;0,9279;0,971
184,891;0,056;0,2839;0,9303;0,974
184,907;0,0492;0,2835;0,925;0,969
184,94;0,0499;0,274;0,9155;0,957
184,959;0,0564;0,2659;0,9099;0,95
184,973;0,06;0,2667;0,9103;0,95
185,003;0,0605;0,2893;0,9089;0,956
185,028;0,0605;0,304;0,9163;0,967
185,036;0,0583;0,3046;0,9184;0,969
185,052;0,0533;0,2899;0,9118;0,958
185,084;0,0446;0,2702;0,9028;0,943
185,098;0,0466;0,2587;0,901;0,939
185,115;0,0628;0,2675;0,9061;0,947
185,13;0,0755;0,2843;0,9179;0,964
185,161;0,0648;0,3017;0,9287;0,979
185,175;0,0424;0,3012;0,94;0,988
185,191;0,0302;0,2941;0,9377;0,983
185,226;0,0512;0,2693;0,9281;0,968
185,24;0,0767;0,247;0,9147;0,951
185,255;0,0715;0,2553;0,9169;0,954
185,275;0,0516;0,2899;0,9235;0,969
185,302;0,0469;0,3146;0,9224;0,976
185,317;0,0507;0,3097;0,9156;0,968
185,335;0,0507;0,2933;0,9031;0,951
185,349;0,0544;0,267;0,8899;0,931
185,381;0,0585;0,2576;0,8838;0,922
185,401;0,0595;0,2731;0,8882;0,931
185,413;0,0561;0,298;0,9044;0,954
185,429;0,0488;0,3166;0,9206;0,975
185,466;0,0392;0,312;0,9231;0,975
185,479;0,0373;0,2876;0,92;0,965
185,494;0,0505;0,261;0,9134;0,951
185,527;0,0629;0,2512;0,9082;0,944
185,542;0,0641;0,2667;0,9053;0,946
185,556;0,0538;0,2868;0,9155;0,961
185,572;0,0471;0,3003;0,9241;0,973
185,603;0,055;0,2993;0,9268;0,976
185,622;0,0556;0,2884;0,9255;0,971
185,635;0,0487;0,2701;0,9196;0,96
185,667;0,0451;0,2599;0,9186;0,956
185,684;0,0581;0,2648;0,9172;0,956
185,705;0,0675;0,2761;0,9209;0,964
185,715;0,0633;0,2811;0,9275;0,971
185,749;0,0541;0,2819;0,9318;0,975
185,762;0,0492;0,2876;0,9268;0,972
185,779;0,0481;0,2899;0,9245;0,97
185,793;0,0469;0,2782;0,9208;0,963
185,832;0,0503;0,2625;0,9178;0,956
185,84;0,0468;0,2627;0,9147;0,953
185,856;0,0419;0,2752;0,9132;0,955
185,887;0,0511;0,2854;0,9187;0,963
185,906;0,0624;0,2898;0,9199;0,967
185,921;0,0664;0,2855;0,9163;0,962
185,939;0,0647;0,2713;0,9147;0,956
185,968;0,0602;0,2691;0,915;0,956
185,988;0,057;0,279;0,9182;0,961
186;0,0573;0,2801;0,9179;0,961
186,024;0,0585;0,2757;0,9148;0,957
186,046;0,0546;0,276;0,9171;0,959
186,063;0,0537;0,2784;0,9186;0,961
186,077;0,0527;0,2809;0,9171;0,961
186,109;0,0566;0,2793;0,9108;0,954
186,125;0,0591;0,2755;0,9108;0,953
186,14;0,057;0,2778;0,9085;0,952
186,157;0,0516;0,2749;0,9069;0,949
186,188;0,0485;0,2746;0,9175;0,959
186,202;0,0484;0,283;0,9265;0,97
186,22;0,052;0,2815;0,931;0,974
186,235;0,0527;0,2682;0,9322;0,971
186,267;0,0444;0,2623;0,926;0,963
186,284;0,0439;0,2648;0,9245;0,963
186,298;0,0464;0,2673;0,9275;0,966
186,332;0,0507;0,2759;0,9241;0,966
186,349;0,0501;0,2833;0,9154;0,96
186,362;0,0499;0,2833;0,9104;0,955
186,381;0,0539;0,2754;0,9088;0,951
186,41;0,0594;0,2635;0,9111;0,95
186,426;0,0652;0,2627;0,9119;0,951
186,442;0,0664;0,2665;0,9108;0,951
186,458;0,0569;0,2753;0,9146;0,957
186,488;0,042;0,278;0,921;0,963
186,504;0,0301;0,2784;0,9255;0,967
186,521;0,0273;0,2759;0,9268;0,967
186,554;0,0293;0,2696;0,9245;0,963
186,567;0,0338;0,2677;0,9238;0,962
186,583;0,0402;0,2712;0,9202;0,96
186,6;0,0341;0,2736;0,9186;0,959
186,631;0,032;0,2716;0,9186;0,958
186,649;0,0412;0,2724;0,9178;0,958
186,666;0,0523;0,2736;0,9166;0,958
186,68;0,0528;0,2792;0,9166;0,96
186,715;0,0507;0,276;0,9157;0,958
186,727;0,0467;0,2706;0,9186;0,959
186,742;0,0399;0,2697;0,9186;0,958
186,776;0,0354;0,2698;0,9227;0,962
186,79;0,039;0,2716;0,9245;0,964
186,807;0,0366;0,2728;0,9221;0,962
186,825;0,0334;0,2736;0,9206;0,961
186,851;0,0357;0,2719;0,9242;0,964
186,874;0,0398;0,2744;0,9208;0,962
186,883;0,0409;0,2741;0,9172;0,958
186,918;0,0371;0,2716;0,9128;0,953
186,931;0,039;0,2721;0,9142;0,955
186,947;0,0369;0,2725;0,9117;0,952
186,968;0,0336;0,2702;0,9122;0,952
186,996;0,0333;0,272;0,9131;0,953
187,017;0,0351;0,2788;0,9199;0,962
187,029;0,0302;0,2766;0,9225;0,964
187,043;0,029;0,2684;0,9225;0,961
187,083;0,037;0,2661;0,9248;0,963
187,09;0,0353;0,2694;0,9264;0,965
187,108;0,0331;0,273;0,925;0,965
187,121;0,0312;0,2717;0,9245;0,964
187,152;0,0361;0,2721;0,9201;0,96
187,168;0,039;0,2725;0,9197;0,96
187,185;0,0374;0,2748;0,9206;0,961
187,216;0,0388;0,2736;0,9186;0,959
187,234;0,037;0,2743;0,9166;0,957
187,247;0,0358;0,2731;0,9127;0,953
187,263;0,0263;0,2716;0,911;0,951
187,3;0,0221;0,2746;0,9127;0,953
187,362;0,0279;0,2803;0,9127;0,955
187,364;0,0367;0,2772;0,9127;0,955
187,366;0,0428;0,2697;0,9147;0,955
187,374;0,0381;0,2716;0,9147;0,955
187,391;0,0372;0,2706;0,9147;0,955
187,405;0,0374;0,2728;0,9163;0,957
187,44;0,0333;0,2731;0,9245;0,965
187,452;0,0351;0,2656;0,9245;0,963
187,473;0,0339;0,2655;0,9269;0,965
187,486;0,0314;0,273;0,9266;0,967
187,516;0,0334;0,2695;0,9302;0,969
187,533;0,0418;0,2675;0,9264;0,965
187,547;0,0429;0,2725;0,9236;0,964
187,579;0,035;0,2716;0,9186;0,959
187,595;0,0253;0,2702;0,9181;0,957
187,617;0,0274;0,2737;0,9145;0,955
187,629;0,0308;0,2724;0,9112;0,951
187,661;0,0369;0,2675;0,9067;0,946
187,679;0,0337;0,2665;0,907;0,946
187,694;0,0299;0,2702;0,912;0,952
187,707;0,031;0,2734;0,9145;0,955
187,739;0,0354;0,2736;0,9193;0,96
187,755;0,0361;0,27;0,9252;0,964
187,773;0,0351;0,2613;0,9343;0,971
187,791;0,0351;0,2599;0,9401;0,976
187,819;0,0351;0,2629;0,9463;0,983
187,836;0,0351;0,2668;0,9367;0,975
187,849;0,0399;0,2677;0,9275;0,966
187,884;0,0437;0,2658;0,9159;0,955
187,898;0,0317;0,2665;0,9067;0,946
187,913;0,0317;0,2665;0,9005;0,94
187,929;0,0382;0,2692;0,9042;0,944
187,961;0,0411;0,2771;0,9099;0,952
187,981;0,0304;0,2737;0,9174;0,958
187,992;0,0344;0,2673;0,9234;0,962
188,025;0,0507;0,2599;0,9304;0,967
188,043;0,0497;0,2628;0,9367;0,974
188,057;0,0333;0,2668;0,9371;0,975
188,071;0,0208;0,2661;0,9394;0,977
188,103;0,0222;0,2677;0,9399;0,978
188,121;0,0336;0,267;0,9359;0,974
188,135;0,046;0,2658;0,9323;0,971
188,15;0,047;0,264;0,9359;0,974
188,184;0,0437;0,2615;0,9432;0,98
188,203;0,0486;0,2608;0,9488;0,985
188,216;0,0565;0,2706;0,9499;0,989
188,246;0,0644;0,2873;0,9458;0,991
